Projeto;;Ano;;Tipo;;Autor;;Ementa;;Situação
42;   ;2021;;Moção;;Juraci Scheffer;;Moção de Aplauso ao Médico Dr. Chamel José Akl, por sua brilhante atuação em prol de uma saúde pública eficiente e de qualidade para todos como Coordenador de Regulação da Superintendência Regional de Saúde em Juiz de Fora;;Aprovado
;;;;;;;;;;
41;   ;2021;;Moção;;Dr. Antônio Aguiar;; Requeiro à Mesa, ouvido o Plenário, e observadas às demais formalidades regimentais, seja concedida a MOÇÃO DE APLAUSO para Gustavo César Mendonça Gravino Gustavinho.;;Aprovado
;;;;;;;;;;
40;   ;2021;;Moção;;Marlon Siqueira;;Moção de Aplausos ao Senhor ERNANDES JOSÉ DA SILVA, prefeito do município de São João Nepomuceno, Minas Gerais, pela cessão de respiradores pulmonares, monitores cardíacos e outros equipamentos que são essenciais nesse momento de pandemia de coronavírus (Covid-19).;;Aprovado
;;;;;;;;;;
39;   ;2021;;Moção;;Dr. Antônio Aguiar;;MOÇÃO DE APLAUSO ao BANCO DE LEITE HUMANO DE JUIZ DE FORA em reconhecimento pelos serviços oferecidos a nossa cidade que completa em maio deste ano 30 anos de sua fundação.;;Aprovado
;;;;;;;;;;
38;   ;2021;;Moção;;Dr. Antônio Aguiar;;Moção de Pesar pelo falecimento da Srª. Marina da Silva Pereira, liderança do bairro Jóquei Clube.;;Aprovado
;;;;;;;;;;
37;   ;2021;;Moção;;Dr. Antônio Aguiar;;MOÇÃO DE APLAUSO à FORTES ACADEMIA DE GINÁSTICA E MUSCULAÇÃO LTDA.;;Aprovado
;;;;;;;;;;
36;   ;2021;;Moção;;Dr. Antônio Aguiar;;Moção de Pesar pelo Falecimento do Dr. Hugo Borges;;Aprovado
;;;;;;;;;;
35;   ;2021;;Moção;;Marlon Siqueira;;Moção de Pesar pelo falecimento do Senhor José Carlos Passos - Zé Kodak;;Aprovado
;;;;;;;;;;
34;   ;2021;;Moção;;Kátia Franco Protetora;;Moção de Aplausos à senhora Marcelina do Nascimento pelo brilhantismo nas atividades paradesportivas, representando nosso município e região.;;Aprovado
;;;;;;;;;;
33;   ;2021;;Moção;;Bejani Júnior;;Venho, por meio desta, prestar minhas congratulações, com essa Moção de Aplauso, aos profissionais do rádio do município de Juiz de Fora. ;;Aprovado
;;;;;;;;;;
32;   ;2021;;Moção;;André Luiz, Nilton Militão;;Moção de Aplauso ao Conselho de Pastores de Juiz de Fora - CONPAS/JF e à sua diretoria;;Aprovado
;;;;;;;;;;
31;   ;2021;;Moção;;Maurício Delgado;;Moção de Aplauso à instituição “Colégio dos Jesuítas”, pela comemoração de seus 65 anos.;;Aprovado
;;;;;;;;;;
30;   ;2021;;Moção;;André Luiz;;Moção de Aplauso aos atletas juizforanos de jiu-jitsu que se destacaram em competições internacionais;;Aprovado
;;;;;;;;;;
29;   ;2021;;Moção;;Dr. Antônio Aguiar;; MOÇÃO DE PESAR pelo falecimento do doutor Aloysio J. Fellet.;;Aprovado
;;;;;;;;;;
28;   ;2021;;Moção;;Kátia Franco Protetora;;Moção de Aplausos à senhora IRINEIA MARIA RITA pelos excelentes trabalhos prestados à causa animal em nossa cidade.;;Aprovado
;;;;;;;;;;
27;   ;2021;;Moção;;Bejani Júnior;;MOÇÃO DE PESAR pelo falecimento do Doutor Aloysio João Fellet.;;Aprovado
;;;;;;;;;;
26;   ;2021;;Moção;;Kátia Franco Protetora;;Requeiro à Mesa, nos termos regimentais, ouvido o Plenário, seja aprovada a Moção de Aplausos à senhora ADRIANA LEAL pelos excelentes trabalhos voluntários prestados à causa animal em nossa cidade.;;Aprovado
;;;;;;;;;;
25;   ;2021;;Moção;;Kátia Franco Protetora;;Moção de aplauso: Ao portal de noticias : Notícias da Região e a dupla Marco Antônio Alves Ladeira e Lucas Rodrigues , responsáveis pelo portal.;;Aprovado
;;;;;;;;;;
24;   ;2021;;Moção;;Bejani Júnior;;Moção de Aplausos ao Sr. Alberto Rockefeller Monteiro.;;Aprovado
;;;;;;;;;;
23;   ;2021;;Moção;;Kátia Franco Protetora;;Moção de Aplausos à entidade AMIGOS MÃOS ABERTAS - AMA pelos excelentes trabalhos prestados à cidade de Juiz de fora, sempre focado no combate a desigualdade.;;Aprovado
;;;;;;;;;;
22;   ;2021;;Moção;;Kátia Franco Protetora;;Moção de Aplausos à senhora FÁTIMA APARECIDA DA SILVA pelos excelentes trabalhos sociais prestados à nossa cidade.;;Aprovado
;;;;;;;;;;
21;   ;2021;;Moção;;Bejani Júnior;;Moção de Aplausos ao Sr. Anderson Silva Araújo.;;Aprovado
;;;;;;;;;;
20;   ;2021;;Moção;;Bejani Júnior;;Moção de Aplausos ao Sr. Rafael Amparado Barcellos pelos excelentes serviços prestados como gerente da Caixa Econômica Federal de Juiz de Fora.;;Aprovado
;;;;;;;;;;
19;   ;2021;;Moção;;Bejani Júnior;;Moção pesar pelo falecimento do senhora Raquel de Freitas Araújo.;;Aprovado
;;;;;;;;;;
18;   ;2021;;Moção;;Zé Márcio;;Moção de Aplauso ao Padre Antônio Camilo de Paiva pelos 25 anos de sacerdócio;;Aprovado
;;;;;;;;;;
17;   ;2021;;Moção;;Bejani Júnior;;Moção de Aplausos ao médico Dr. Renato Villela Loures pelos excelentes serviços prestados como Diretor da Santa Casa de Misericórdia de Juiz de Fora.;;Aprovado
;;;;;;;;;;
16;   ;2021;;Moção;;Julinho Rossignoli;;Moção de Pesar pelo falecimento do 3° Sgt. Alexandre Vaz Pereira no dia de hoje, 13 de janeiro de 2021.;;Aprovado
;;;;;;;;;;
15;   ;2021;;Moção;;Bejani Júnior;;Moção de Aplausos ao Sr. LUCAS DE OLIVEIRA ESTEVES pelo brilhante trabalho realizado junto aos criadores do cavalo da raça Mangalarga Marchador no município de Juiz de Fora.;;Aprovado
;;;;;;;;;;
14;   ;2021;;Moção;;Sargento Mello Casal;;Moção de Aplausos aos Policiais Militares CABO ROSANA APARECIDA DA SILVA,  2º SARGENTO JOSÉ GERALDO DA CRUZ e CABO CHARLES GARCIA MACHARETH pela realização de um parto emergencial próximo à Feira Livre da Avenida Brasil;;Aprovado
;;;;;;;;;;
13;   ;2021;;Moção;;Bejani Júnior;;Moção de Aplauso ao DR. CHAFIC LAYS, pelo excelente atendimento que presta como Biomédico ao município, em especial, durante o período de Pandemia em Juiz de Fora. ;;Aprovado
;;;;;;;;;;
12;   ;2021;;Moção;;Bejani Júnior;;Moção de Aplausos ao Sr. RÔMULO ANDERSON GONÇALVES DE OLIVEIRA JUNIOR pela brilhante atuação em seus 30 anos como servidor público, principalmente atuando pela Secretaria de Obras, na prestação de serviços ao município de Juiz de Fora.;;Aprovado
;;;;;;;;;;
11;   ;2021;;Moção;;Maurício Delgado;;Moção de pesar pelo falecimento do Ex Deputado Bonifácio José Tamm de Andrada.;;Aprovado
;;;;;;;;;;
10;   ;2021;;Moção;;André Luiz;;Moção de Pesar pelo falecimento do ex Deputado Federal Bonifácio José Tamm de Andrada;;Aprovado
;;;;;;;;;;
9;   ;2021;;Moção;;Kátia Franco Protetora;;Moção de Aplausos ao Soldado BM Samuel Filipe de Oliveira Pereira pela presteza, pela rapidez e confiabilidade que tem atendido aos pedidos referentes à causa animal. ;;Aprovado
;;;;;;;;;;
8;   ;2021;;Moção;;Kátia Franco Protetora;;Moção de Aplausos ao Soldado BM Vitor Guilherme da Silva Krepke pela presteza, pela rapidez e confiabilidade que tem atendido aos pedidos referentes à causa animal. ;;Aprovado
;;;;;;;;;;
7;   ;2021;;Moção;;Kátia Franco Protetora;;Moção de Aplausos ao Cabo BM Fábio Trifilio de Oliveira pela presteza, pela rapidez e confiabilidade que tem atendido aos pedidos referentes à causa animal. ;;Aprovado
;;;;;;;;;;
6;   ;2021;;Moção;;Kátia Franco Protetora;;Moção de Aplausos ao 3º Sargento BM João Batista Pinheiro da Costa pela presteza, pela rapidez e confiabilidade que tem atendido aos pedidos referentes à causa animal. ;;Aprovado
;;;;;;;;;;
5;   ;2021;;Moção;;Kátia Franco Protetora;;Moção de Aplausos ao 1º Tenente BM Rafael Barros Teixeira pela presteza, pela rapidez, confiabilidade que tem atendido aos pedidos referentes a causa animal.;;Aprovado
;;;;;;;;;;
4;   ;2021;;Moção;;Juraci Scheffer;;Moção de Pesar pelo lamentável falecimento do médico, empreendedor, empresário e comunicador, Dr. Juracy Neves;;Aprovado
;;;;;;;;;;
