"","Projeto","...2","Ano","...4","Tipo","...6","Autor","...8","Ementa","...10","Situação"
"1",1,"   ",2021,NA,"Projeto de Lei",NA,"Juraci Scheffer",NA,"Altera e acrescenta dispositivos na Lei Municipal n. 14.138, de 21 de dezembro de 2020, que Dispõe sobre o direito de preferência à vacinação contra a covid-19 (novo coronavírus), no Município de Juiz de Fora, às pessoas prioritárias e inclusas no grupo de risco que menciona",NA,"Em Tramitação"
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",136,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a denominação de próprio municipal",NA,"Arquivada"
"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",135,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre concessão de Título Cidadão Honorífico. (Fernando Passalio de Avelar.)",NA,"Em Tramitação"
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",134,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre concessão de Título Cidadão Honorífico. (Romeu Zema Neto.)",NA,"Arquivada"
"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",133,"   ",2020,NA,"Projeto de Lei",NA,"Rodrigo Mattos",NA,"Dispõe sobre Título de Cidadão Honorário de Juiz de Fora ao Sr. Leonardo Mendes do Valle Gomes.",NA,"Em Tramitação"
"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",132,"   ",2020,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"“Revoga dispositivo da lei municipal 13.012 de 22 de julho de 2014.”",NA,"Em Tramitação"
"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",131,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre concessão de Título Cidadão Honorífico. (Igor Tarciano Timo.)",NA,"Em Tramitação"
"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",130,"   ",2020,NA,"Projeto de Lei",NA,"Juraci Scheffer",NA,"Autoriza a adoção, pelo município de Juiz de Fora, do método de trabalho home office ou teletrabalho por circunstâncias alheias que impeçam o acesso e o uso do espaço público local do serviço público e diante de estado de calamidade pública ou necessidade de isolamento social por causa de epidemia ou pandemia viral ou ...",NA,"Em Tramitação"
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",129,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Altera o inciso VII do § 1º, artigo 31, da lei 6.908/1986, que dispõe sobre o parcelamento do solo no município de Juiz de Fora.",NA,"Arquivada"
"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",128,"   ",2020,NA,"Projeto de Lei",NA,"Pardal",NA,"Altera o artigo 17 da Lei Municipal nº 10.862, de 22 de dezembro de 2004, com suas alterações posteriores, que Dispõe sobre o Imposto sobre Transmissão de Bens Imóveis Inter Vivos e dá outras providências.",NA,"Em Tramitação"
"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",127,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a denominação de próprio municipal (Unidade Básica de Saúde Papa João Paulo I)",NA,"Transformado em Norma Jurídica"
"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",126,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"“Dispõe sobre denominação de próprios municipais.” (Centro de Referência Especializado de Assistência Social Elpídio de Souza Soares)",NA,"Transformado em Norma Jurídica"
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",125,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a denominação de próprio municipal. (QUADRA POLIESPORTIVA JOACYR SOARES DE LIMA - EURICO)",NA,"Transformado em Norma Jurídica"
"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",124,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a denominações de Unidades Básicas de Saúde. (UNIDADE BÁSICA DE SAÚDE DOM CLÓVIS FRAINER)",NA,"Transformado em Norma Jurídica"
"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",123,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"“Dispõe sobre denominação de próprios municipais e dá outras providências.” (SERVIÇO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS PROFESSORA ANNA MARIA TEIXEIRA PASSOS)",NA,"Transformado em Norma Jurídica"
"30",122,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a denominação de próprios municipais. (Centro de Referência Especializado de Assistência Social Rosemeire de Almeida Andrade)",NA,"Transformado em Norma Jurídica"
"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",121,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"“Dispõe sobre denominação de Unidade Básica de Saúde. (Unidade Básica de Saúde Almerinda da Silva Hora)",NA,"Transformado em Norma Jurídica"
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",120,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"“Dispõe sobre denominação de Unidade Básica de Saúde.” (UNIDADE BÁSICA DE SAÚDE JOSÉ LUIZ ROCHA DE AGUIAR)",NA,"Transformado em Norma Jurídica"
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",119,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"“Dispõe sobre denominação de Próprios Municipais.” (DEPARTAMENTO DE CLÍNICAS ESPECIALIZADAS PROF. DR. CELSO DE CASTRO MATIAS NETO)",NA,"Transformado em Norma Jurídica"
"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",118,"   ",2020,NA,"Projeto de Lei",NA,"Juraci Scheffer",NA,"Declara de utilidade pública municipal a entidade INSTITUTO DE PROTEÇÃO AMBIENTAL NACIONAL",NA,"Em Tramitação"
"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",117,"   ",2020,NA,"Projeto de Lei",NA,"Dr. Antônio Aguiar",NA,"Dispõe sobre denominação de Logradouro Público. (Waltencir Pereira Senra)",NA,"Em Tramitação"
"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",116,"   ",2020,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"“Altera o art. 1º da Lei Municipal 13.628 de 26 de dezembro de 2017.”",NA,"Em Tramitação"
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",115,"   ",2020,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Dispõe sobre a denominação de logradouro público Rua Maria Aparecida de Oliveira Cardoso, bairro Santa Amélia",NA,"Transformado em Norma Jurídica"
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",114,"   ",2020,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Dispõe sobre a denominação de logradouro público Rua José Talma, bairro Santa Amélia",NA,"Transformado em Norma Jurídica"
"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",113,"   ",2020,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Dispõe sobre a denominação de logradouro público Rua Coronel Gilberto Ciribelli, bairro Santa Amélia",NA,"Transformado em Norma Jurídica"
"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",112,"   ",2020,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Dispõe sobre a denominação de logradouro público Rua Sargento Waldir Candido Machado, bairro Santa Amélia",NA,"Transformado em Norma Jurídica"
"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",111,"   ",2020,NA,"Projeto de Lei",NA,"Vagner de Oliveira",NA,"Dispõe sobre denominação de logradouros públicos (Rua das Espirradeiras; Rua das Quaresmeiras; Rua dos Hibiscos; Rua Flamboyant Mirim; Rua Ipê Mirim; Rua Jacarandá Mimoso; Rua Jasmim Manga; Rua do Jequitibá; Rua Murta; Rua Pata de Vaca e Rua Urucum)",NA,"Transformado em Norma Jurídica"
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",110,"   ",2020,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Dispõe sobre a denominação de logradouro público Rua Carmélia Mesquita Gomes, bairro Santa Amélia (Rua Carmélia Mesquita Gomes)",NA,"Transformado em Norma Jurídica"
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",109,"   ",2020,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Dispõe sobre a denominação de logradouro público Rua Maria das Dores Batista (Rua Maria das Dores Batista)",NA,"Transformado em Norma Jurídica"
"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",108,"   ",2020,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Dispõe sobre a denominação de logradouro público Rua Irene Tavares Pires, bairro São Geraldo (Rua Irene Tavares Pires)",NA,"Transformado em Norma Jurídica"
"59",107,"   ",2020,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Dispõe sobre a denominação de logradouro público Rua Soldado José Pereira Neto, bairro São Geraldo (Rua Soldado José Pereira Neto)",NA,"Transformado em Norma Jurídica"
"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",106,"   ",2020,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Dispõe sobre a denominação de logradouro público Rua Ana Maria Neves Lima, bairro São Geraldo (Rua Ana Maria Neves Lima)",NA,"Transformado em Norma Jurídica"
"62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",105,"   ",2020,NA,"Projeto de Lei",NA,"Dr. Antônio Aguiar",NA,"Dispõe sobre denominação de Logradouro Público. (Rua João Carlos Pires)",NA,"Em Tramitação"
"64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",104,"   ",2020,NA,"Projeto de Lei",NA,"Rodrigo Mattos",NA,"Institui o Programa Bicicleta Juiz de Fora (PBJF) no Município de Juiz de Fora e dá outras providências.",NA,"Arquivada"
"66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",103,"   ",2020,NA,"Projeto de Lei",NA,"Dr. Antônio Aguiar",NA,"Dispõe sobre o reconhecimento dos Centros de Atenção Psicossociais – Modalidade III (CAPS III), como serviços com ações similares aos trabalhos dos serviços médico-hospitalares de Urgência e Emergência no Município de Juiz de Fora, e dá outras providências.",NA,"Transformado em Norma Jurídica"
"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",102,"   ",2020,NA,"Projeto de Lei",NA,"Juraci Scheffer",NA,NA,NA,"Transformado em Norma Jurídica"
"70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",101,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"“Dispõe sobre denominação de Próprios Municipais.” (Unidade de Pronto Atendimento Agnaldo do Nascimento Emidio e Unidade de Pronto Atendimento Juliana dos Santos Teixeira)",NA,"Transformado em Norma Jurídica"
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",100,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"“Dispõe sobre denominação de Próprio Municipal.” (Biblioteca Almerinda da Silva Hora)",NA,"Arquivada"
"74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",99,"   ",2020,NA,"Projeto de Lei",NA,"Dr. Antônio Aguiar",NA,"Que determina como permanente o caráter do laudo que diagnostique o Transtorno do Espectro Autista - TEA e Síndrome de Down no Município de Juiz de Fora.",NA,"Em Tramitação"
"76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",98,"   ",2020,NA,"Projeto de Lei",NA,"Zé Márcio",NA,"Dispõe sobre o acesso de animais aos abrigos emergenciais, casas de passagem, albergues e centros de serviços destinados ao atendimento das pessoas em situação de rua",NA,"Em Tramitação"
"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",97,"   ",2020,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Institui o projeto “Clube da Caminhada” no âmbito do Município de Juiz de Fora e dá outras providências.",NA,"Em Tramitação"
"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",96,"   ",2020,NA,"Projeto de Lei",NA,"Dr. Fiorilo",NA,"Institui no Município de Juiz de Fora o “Dia Municipal de conscientização contra a intolerância religiosa” e dá outras providências.",NA,"Arquivada"
"82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",95,"   ",2020,NA,"Projeto de Lei",NA,"Juraci Scheffer",NA,"Acrescentam dispositivos na Lei n. 14.067, de 28 de julho de 2020.",NA,"Transformado em Norma Jurídica"
"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",94,"   ",2020,NA,"Projeto de Lei",NA,"Dr. Antônio Aguiar",NA,"Dispõe sobre a transformação dos Centros de Atenção Psicossociais – Modalidade III (CAPS III) em Núcleos da Urgência e Emergência no Município de Juiz de Fora, e dá outras providências.",NA,"Arquivada"
"86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",93,"   ",2020,NA,"Projeto de Lei",NA,"Pardal",NA,"Dispõe sobre a denominação de logradouro público. (Travessa Elvira Segantini)",NA,"Transformado em Norma Jurídica"
"88",92,"   ",2020,NA,"Projeto de Lei",NA,"Vagner de Oliveira",NA,"Declara de Utilidade Pública Municipal a entidade que menciona.",NA,"Transformado em Norma Jurídica"
"89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",91,"   ",2020,NA,"Projeto de Lei",NA,"Sargento Mello Casal, Dr. Adriano Miranda, Cido Reis, Vagner de Oliveira, Dr. Fiorilo, Zé Márcio, João Coteca, Juraci Scheffer, Júlio Obama Jr.",NA,"Dispõe sobre a publicidade das reuniões do Comitê de Prevenção e Enfrentamento ao Coronavírus (COVID-19)",NA,"Transformado em Norma Jurídica"
"91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",90,"   ",2020,NA,"Projeto de Lei",NA,"Dr. Antônio Aguiar",NA,"Institui o Programa “Mais D” de Combate a Hipovitaminose D no Município de Juiz de Fora, e dá outras providências.",NA,"Em Tramitação"
"93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",89,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre os requisitos para exercício de atividades inerentes aos tecnólogos, técnicos e auxiliares em radiologia no município de Juiz de Fora, e dá outras providências.",NA,"Arquivada"
"95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",88,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Inclui o parágrafo único no artigo 2º da lei 7.035/1987, que cria o Fundo Municipal de Transportes, e dá outras providências.",NA,"Arquivada"
"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",87,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a denominacão de próprio municipal. (Centro de Referência Especializado de Assistência Social Jandira Antônia da Silveira)",NA,"Transformado em Norma Jurídica"
"99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",86,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre a proibição de empresas e prestadores de serviços exigirem o pagamento de documentos exclusivamente nas dependências de seus estabelecimentos.",NA,"Arquivada"
"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",85,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre a criação do programa de preservação, revitalização, tombamento, adoção e desapropriação dos campos de futebol de várzea no município de Juiz de Fora.",NA,"Arquivada"
"103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",84,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Inclui o parágrafo único no art. 2º da lei 7.035/1987 que cria o Fundo Municipal de Transportes-FMT.",NA,"Arquivada"
"105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",83,"   ",2020,NA,"Projeto de Lei",NA,"Dr. Adriano Miranda, Ana Rossignoli, Dr. Antônio Aguiar, Sargento Mello Casal, Vagner de Oliveira, João Coteca, Kennedy Ribeiro, Júlio Obama Jr.",NA,"Declara como essenciais os serviços prestados por academias de ginásticas e similares e dá outras providências .",NA,"Transformado em Norma Jurídica"
"107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",82,"   ",2020,NA,"Projeto de Lei",NA,"Dr. Antônio Aguiar",NA,"Dispõe sobre vacinação contra o coronavírus as pessoas com Síndrome de Down, Autismo e Deficiência Intelectual no Município de Juiz de Fora.",NA,"Em Tramitação"
"109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",81,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre denominação de próprio municipal (Quadra Poliesportiva Marcus Vinicius Valle Johany Mello)",NA,"Transformado em Norma Jurídica"
"111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",80,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre denominação de próprios municipal. (Pista de Skate Josimar Aparecido Andrade Silva)",NA,"Transformado em Norma Jurídica"
"113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",79,"   ",2020,NA,"Projeto de Lei",NA,"Juraci Scheffer",NA,"Autoriza a criação de uma Central de Controle de Luminário Público Informatizado por meio de software no Município de Juiz de Fora e dá outras providências.",NA,"Transformado em Norma Jurídica"
"115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",78,"   ",2020,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Dispõe sobre a concessão de Título Honorífico (Dra. Jaqueline Borges)",NA,"Em Tramitação"
"117",77,"   ",2020,NA,"Projeto de Lei",NA,"Wagner do Sindicato",NA,"Dispõe sobre a publicidade do Cronograma de Ações dos serviços de zeladoria exercidos por empresas públicas municipais, Secretarias e ou demais executores de serviços públicos no âmbito do município de Juiz de Fora.",NA,"Arquivada"
"118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",76,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre autorização de eventos públicos na modalidade drive in (cinema, shows, apresentações teatrais, musicais e eventos religiosos) durante o estado de calamidade pública reconhecido pelo decreto municipal n.º 13.920, de 07 de abril de 2020, causado pelo Covid-19.",NA,"Arquivada"
"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",75,"   ",2020,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Suspende o prazo de validade de Concurso Público homologado e em prorrogação durante o período de vigência do Estado de calamidade Pública estabelecido pelo Município de Juiz de Fora em decorrência da pandemia do coronavírus (COVID-19)",NA,"Arquivada"
"122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",74,"   ",2020,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Dispõe sobre a concessão de título honorífico. (Elvino Paiva de Oliveira)",NA,"Transformado em Norma Jurídica"
"124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",73,"   ",2020,NA,"Projeto de Lei",NA,"Zé Márcio",NA,"Dispõe sobre a transparência nos serviços de manutenção de iluminação pública no Município de Juiz de Fora.",NA,"Transformado em Norma Jurídica"
"126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",72,"   ",2020,NA,"Projeto de Lei",NA,"Dr. Antônio Aguiar",NA,"Determina sobre o recebimento remota de receitas médicas pelas farmácias e drogarias no Município de Juiz de Fora em caráter emergencial enquanto perdurar a epidemia do Covid-19 e dá outras providências.",NA,"Transformado em Norma Jurídica"
"128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",71,"   ",2020,NA,"Projeto de Lei",NA,"Zé Márcio",NA,"Dispõe sobre denominação de logradouro público. (Viaduto Arquiteto Helio Fádel Araújo)",NA,"Transformado em Norma Jurídica"
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",70,"   ",2020,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Dispõe sobre perda ou extravio de cartão de ticket de estacionamento nos estabelecimentos comerciais e dá outras providências.",NA,"Em Tramitação"
"132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",69,"   ",2020,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Reconhece as expressões artísticas charge, caricatura, cartum e grafite como manifestações da cultura juizforana.",NA,"Em Tramitação"
"134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",68,"   ",2020,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Reconhece a Música Gospel e os Eventos a ela relacionados como Manifestação Cultural, no Município de Juiz de Fora e dá outras providências.",NA,"Em Tramitação"
"136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",67,"   ",2020,NA,"Projeto de Lei",NA,"Dr. Adriano Miranda, Sargento Mello Casal, Vagner de Oliveira, João Coteca, Kennedy Ribeiro, Juraci Scheffer, Júlio Obama Jr.",NA,"Declara como essenciais as atividades prestadas pelos profissionais cabeleireiro, barbeiro, esteticista, manicure, pedicure, depilador, maquiador e similares e dá outras providências.",NA,"Transformado em Norma Jurídica"
"138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",66,"   ",2020,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Autoriza o Poder Executivo utilizar dos recursos financeiros dos Fundos Municipais legalmente constituídos e mantidos pelo poder público municipal em ações de enfrentamento à pandemia do Covid-19.",NA,"Arquivada"
"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",65,"   ",2020,NA,"Projeto de Lei",NA,"Sargento Mello Casal, Zé Márcio",NA,"Dispõe sobre denominação do bairro Recanto da Mata. (Recanto da Mata)",NA,"Transformado em Norma Jurídica"
"142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",64,"   ",2020,NA,"Projeto de Lei",NA,"Mesa Diretora - Biênio 2019/2020",NA,"Revoga a Lei n° 13.880, de 7 de junho de 2019 e dá outras providências.",NA,"Transformado em Norma Jurídica"
"144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",63,"   ",2020,NA,"Projeto de Lei",NA,"Juraci Scheffer",NA,"Dispõe sobre denominação de logradouro público. (Rua Professora Fabiana Filipino Coelho)",NA,"Transformado em Norma Jurídica"
"146",62,"   ",2020,NA,"Projeto de Lei",NA,"Zé Márcio, Júlio Obama Jr.",NA,"Altera o §1º do art. 2º e inclui o parágrafo único no art. 5º da lei 14.041/2020.",NA,"Em Tramitação"
"147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",61,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre a suspensão de despesas com publicidade ou propaganda durante o estado de calamidade pública reconhecido pelo decreto municipal nº 13.920, de 07 de abril de 2020, causado pelo Covid-19.",NA,"Arquivada"
"149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",60,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre a prorrogação do mandato dos atuais diretores e vice-diretores das Escolas Municipais de Juiz de Fora, devido a Pandemia do COVID-19.",NA,"Arquivada"
"151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",59,"   ",2020,NA,"Projeto de Lei",NA,"Juraci Scheffer",NA,"Dispõe sobre denominação de logradouro público. (Rua Padre José Geraldo Teixeira)",NA,"Transformado em Norma Jurídica"
"153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",58,"   ",2020,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Revoga a Lei n° 13.824, de 23 de janeiro de 2019, dispõe sobre concessão de Título Honorífico.",NA,"Arquivada"
"155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",57,"   ",2020,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Autoriza o Poder Público Municipal a conceder Auxilio Financeiro Emergencial aos Permissionários de Transporte Escolar em virtude dos impactos sociais e econômicos da pandemia COVID-19.",NA,"Arquivada"
"157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",56,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre a divulgação de Boletins Epidemiológicos diários atualizados sobre a COVID-19, e dá outras providências.",NA,"Arquivada"
"159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",55,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Assegura medidas de combate e prevenção à violência doméstica previstos na Lei 11.340 de 7 de agosto de 2006 — Lei Maria da Penha - durante a declaração de estado de emergência de caráter humanitário, sanitário ou calamidade pública no município.",NA,"Arquivada"
"161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",54,"   ",2020,NA,"Projeto de Lei",NA,"Vagner de Oliveira",NA,"Dispõe sobre concessão de Título Honorífico. (ODILON DE REZENDE BARBOSA FILHO)",NA,"Em Tramitação"
"163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",53,"   ",2020,NA,"Projeto de Lei",NA,"Dr. Adriano Miranda, Cido Reis, Kennedy Ribeiro, Juraci Scheffer",NA,"Obriga a Cesama a atender a solicitação de ligação nova de abastecimento e fornecimento de água mediante simples comprovação de posse do imóvel a pedido do possuidor no Município de Juiz de Fora.",NA,"Transformado em Norma Jurídica"
"165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",52,"   ",2020,NA,"Projeto de Lei",NA,"Dr. Adriano Miranda",NA,"Dispõe sobre a caracterização das atividades privadas de advocacia, contabilidade e imobiliária como essenciais durante a vigência de estado de emergência e/ou estado de calamidade pública.",NA,"Transformado em Norma Jurídica"
"167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",51,"   ",2020,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Dispõe sobre a obrigatoriedade de instalar dispensadores de álcool gel, no interior das agências bancárias e financeiras das instituições do Município de Juiz de Fora.",NA,"Transformado em Norma Jurídica"
"169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",50,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre a divulgação de Boletins Epidemiológicos diários atualizados sobre a COVID-19, e dá outras providências.",NA,"Arquivada"
"171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",49,"   ",2020,NA,"Projeto de Lei",NA,"André Mariano, Júlio Obama Jr.",NA,"Dispõe sobre a caracterização de celebrações religiosas como atividades essenciais em estado de emergência e/ou estado de calamidade pública.",NA,"Transformado em Norma Jurídica"
"173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",48,"   ",2020,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Estabelece procedimento virtual de informações e acolhimento dos familiares de pessoas internadas por covid-19 em hospitais públicos ou de campanha, no município de Juiz de Fora.",NA,"Arquivada"
