"","Projeto","...2","Ano","...4","Tipo","...6","Autor","...8","Ementa","...10","Situação"
"349",209,"   ",2019,NA,"Projeto de Lei",NA,"Nilton Militão",NA,"Dispõe sobre a avaliação periódica das estruturas físicas das Escolas da Rede Pública Municipal de Ensino do Município de Juiz de Fora e dá outras providências.",NA,"Em Tramitação"
"350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",208,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr., Marlon Siqueira",NA,"Altera o § 1° do ART. 1° e o INCISO II DO ART. 2° DA LEI 13.699/2018.",NA,"Em Tramitação"
"352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",207,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre a concessão de passe livre para Conselheiros Tutelares do município de Juiz de Fora.",NA,"Arquivada"
"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",206,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre a proibição a cobrança de taxa de religação ou restabelecimento do serviço de água no Município de Juiz de Fora.",NA,"Em Tramitação"
"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",205,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Dispõe sobre a concessão de Título Honorífico (Sérgio José Ferreira)",NA,"Transformado em Norma Jurídica"
"358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",204,"   ",2019,NA,"Projeto de Lei",NA,"Kennedy Ribeiro",NA,"Dispõe sobre a concessão de Título Honorífico. (Júlio César Rossignolli Barros)",NA,"Transformado em Norma Jurídica"
"360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",203,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre o ensino religioso na rede pública municipal de ensino.",NA,"Arquivada"
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",202,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Fixa critério para a instituição de data comemorativa.",NA,"Arquivada"
"364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",201,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Institui no Município de Juiz de Fora O Projeto Diálogos de 8 de março: uma reflexão sobre a violência contra mulher.",NA,"Arquivada"
"366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",200,"   ",2019,NA,"Projeto de Lei",NA,"Zé Márcio",NA,"Altera a Lei n° 12.345, de 04 de agosto de 2011.",NA,"Em Tramitação"
"368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",199,"   ",2019,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Dispõe sobre a concessão de Título Honorífico (José Sóter de Figuerôa Neto)",NA,"Transformado em Norma Jurídica"
"370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",198,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Institui, no calendário Oficial do Município de Juiz de Fora, o Dia do Servidor Público Aposentado, a ser comemorado, anualmente, no dia 17 de junho, e dá outras providências.",NA,"Transformado em Norma Jurídica"
"372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",197,"   ",2019,NA,"Projeto de Lei",NA,"Kennedy Ribeiro",NA,"Dispõe sobre o incentivo ao empreendedorismo nas escolas da rede pública municipal e rede particular.",NA,"Arquivada"
"374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",196,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Dispõe sobre o direito a um acompanhante em exames realizados através de sedação na rede Pública, Hospitais Privados e Clínicas que disponibilizam desses serviços no Município de Juiz de Fora e dá outras providências.",NA,"Transformado em Norma Jurídica"
"376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",195,"   ",2019,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Dispõe sobre a obrigatoriedade de disponibilização aos consumidores de auxílios ópticos de ampliação da imagem para perto, nos estabelecimentos privados no âmbito do Município de Juiz de Fora, e dá outras providências.",NA,"Em Tramitação"
"378",194,"   ",2019,NA,"Projeto de Lei",NA,"João Coteca",NA,"Dispõe sobre a criação de espaço reservado para pessoas que utilizam cadeira de rodas nos estabelecimentos que especifica, e dá outras providências.",NA,"Transformado em Norma Jurídica"
"379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",193,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Estabelece o direito de as mães amamentarem seus filhos durante a realização de concursos públicos promovidos pelo município de Juiz de Fora.",NA,"Transformado em Norma Jurídica"
"381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",192,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Institui no Município de Juiz de Fora Dia do Agente de Transporte e Trânsito e dá outras providências.",NA,"Arquivada"
"383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",191,"   ",2019,NA,"Projeto de Lei",NA,"Zé Márcio",NA,"Dispõe sobre a expedição do alvará sanitário na hipótese que menciona e dá outras providências.",NA,"Em Tramitação"
"385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",190,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Institui a Semana Municipal de incentivo a implantação de grêmios estudantis nas escolas.",NA,"Arquivada"
"387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",189,"   ",2019,NA,"Projeto de Lei",NA,"Rodrigo Mattos",NA,"Dispõe sobre a concessão de Título de Cidadão Honorífico (João Paulo de Oliveira)",NA,"Transformado em Norma Jurídica"
"389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",188,"   ",2019,NA,"Projeto de Lei",NA,"Nilton Militão",NA,"Altera a Lei nº 11.828, de 21 de setembro de 2009 e dá outras providências.",NA,"Em Tramitação"
"391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",187,"   ",2019,NA,"Projeto de Lei",NA,"André Mariano",NA,"Concede desconto de 50% (cinquenta por cento), nas contas de água e esgoto, pela CESAMA, aos Templos Religiosos de qualquer natureza e Centros de Recuperação no Município de Juiz de Fora.",NA,"Arquivada"
"393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",186,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Dispõe sobre a proibição de empresas condenadas em processos criminais de participarem de licitações ou celebrarem contratos administrativos de obras, serviços, compras, alienações e locações, e dá outras providências.",NA,"Arquivada"
"395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",185,"   ",2019,NA,"Projeto de Lei",NA,"Nilton Militão",NA,"Dispõe sobre a Concessão de Título de Entidade Benemérita.",NA,"Transformado em Norma Jurídica"
"397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",184,"   ",2019,NA,"Projeto de Lei",NA,"Dr. Fiorilo",NA,"Permite ao condutor de veículo de aluguel (táxi) ou (uber) aproximar o mesmo da via da calçada (meio-fio), nas vias urbanas para embarque e desembarque de passageiros, no Município de Juiz de Fora e dá outras providências.",NA,"Arquivada"
"399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",183,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Insere o inciso XVI ao Art. 4º da Lei n° 13.778, de 13 de novembro de 2018.",NA,"Arquivada"
"401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",182,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Institui a Campanha Educativa Permanente de Prevenção e Transmissor das Doenças Chikungunya e Febre Amarela nas Escolas de Educação Infantil e de Ensino Fundamental da rede pública e privada de ensino localizadas no Município de Juiz de Fora.",NA,"Arquivada"
"403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",181,"   ",2019,NA,"Projeto de Lei",NA,"Dr. Adriano Miranda",NA,"Dispõe sobre a denominação de bairro. (Bairro Estrela Sul)",NA,"Transformado em Norma Jurídica"
"405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",180,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Institui o Troféu Idoso Centenário Professor Augusto Gotardelo e dá outras providências.",NA,"Arquivada"
"407",179,"   ",2019,NA,"Projeto de Lei",NA,"Ana Rossignoli",NA,"Institui a Semana Municipal de Educação no Trânsito e dá outras providências.",NA,"Transformado em Norma Jurídica"
"408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",178,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre a obrigatoriedade de notificação aos pais ou responsáveis sobre a realização de qualquer atividade dentro ou fora do estabelecimento de ensino, sua natureza, sua correlação com a Base Nacional Curricular Comum e seu objetivo didático pedagógico.",NA,"Arquivada"
"410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",177,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre o transporte de animais domésticos no serviço municipal de transporte público coletivo de passageiros no Município de Juiz de Fora.",NA,"Arquivada"
"412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",176,"   ",2019,NA,"Projeto de Lei",NA,"Dr. Adriano Miranda",NA,"Dispõe sobre concessão de Título Honorífico (Gabriel Geraldo Santos Araújo).",NA,"Transformado em Norma Jurídica"
"414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",175,"   ",2019,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Dispõe sobre concessão de Título Honorífico (Elizabeth Jucá e Mello Jacometi)",NA,"Transformado em Norma Jurídica"
"416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",174,"   ",2019,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Declara de utilidade pública, para fins de tombamento como patrimônio cultural, a Feira Livre Noturna da Praça Antônio Carlos, e dá outras providências.",NA,"Em Tramitação"
"418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",173,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Institui a Semana Municipal de Prevenção, Conscientização e Combate à Automutilação.",NA,"Transformado em Norma Jurídica"
"420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",172,"   ",2019,NA,"Projeto de Lei",NA,"Vagner de Oliveira",NA,"Dispõe sobre concessão de Título Honorífico (Zine Cultural).",NA,"Transformado em Norma Jurídica"
"422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",171,"   ",2019,NA,"Projeto de Lei",NA,"Cido Reis",NA,"Dispõe sobre concessão de Título Honorífico (Thales Grôppo Felippe).",NA,"Transformado em Norma Jurídica"
"424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",170,"   ",2019,NA,"Projeto de Lei",NA,"Cido Reis",NA,"Dispõe sobre concessão de Título Honorífico (Decisão Contabilidade)",NA,"Transformado em Norma Jurídica"
"426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",169,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre a comemoração do MOMENTO CÍVICO nas Escolas Públicas do Município de Juiz de Fora.",NA,"Arquivada"
"428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",168,"   ",2019,NA,"Projeto de Lei",NA,"Dr. Fiorilo, Júlio Obama Jr.",NA,"Institui no calendário oficial do Município de Juiz de Fora, a Semana de conscientização e combate ao uso de linha chilena, cerol e similares.",NA,"Arquivada"
"430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",167,"   ",2019,NA,"Projeto de Lei",NA,"João Coteca",NA,"Dispõe sobre os Hipermercados e supermercados disponibilizarem funcionários para auxiliar deficientes visuais nas suas compras.",NA,"Transformado em Norma Jurídica"
"432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",166,"   ",2019,NA,"Projeto de Lei",NA,"Kennedy Ribeiro",NA,"Acrescenta e altera dispositivos da Lei n° 9.400, de 15 de dezembro de 1998.",NA,"Arquivada"
"434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",165,"   ",2019,NA,"Projeto de Lei",NA,"Dr. Antônio Aguiar",NA,"Dispões sobre a criação do Dia Municipal de Ênfase Contra o Abuso e a Violência Familiar, e dá outras providências.",NA,"Em Tramitação"
"436",164,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Declara de Utilidade Pública Municipal a entidade que menciona.",NA,"Transformado em Norma Jurídica"
"437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",163,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre o Monitor de Travessia Voluntário no município de Juiz de Fora.",NA,"Transformado em Norma Jurídica"
"439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",162,"   ",2019,NA,"Projeto de Lei",NA,"Dr. Antônio Aguiar",NA,"Institui no Município de Juiz de Fora o Dia Branco e Vermelho - Dia de Conscientização sobre Surdocegueira.",NA,"Em Tramitação"
"441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",161,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre a proibição a cobrança de taxa de religação ou restabelecimento do serviço de água e energia elétrica no Município de Juiz de Fora.",NA,"Arquivada"
"443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",160,"   ",2019,NA,"Projeto de Lei",NA,"Dr. Adriano Miranda, Ana Rossignoli, André Mariano, Dr. Antônio Aguiar, Cido Reis, Sargento Mello Casal, Vagner de Oliveira, Dr. Fiorilo, Zé Márcio, João Coteca, Kennedy Ribeiro, Juraci Scheffer, Júlio Obama Jr., Pardal, Nilton Militão, Rodrigo Mattos, Wagner do Sindicato, Wanderson Castelar",NA,"Dispõe sobre concessão de Título de Cidadão Honorário (Desembargador Nelson Missias de Morais)",NA,"Transformado em Norma Jurídica"
"445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",159,"   ",2019,NA,"Projeto de Lei",NA,"Kennedy Ribeiro",NA,"Acrescenta e altera dispositivos da Lei n° 9.400, de 15 de dezembro de 1998.",NA,"Arquivada"
"447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",158,"   ",2019,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Institui o Projeto AmiCão nas Escolas, no âmbito do Município de Juiz de Fora, e dá outras providências.",NA,"Em Tramitação"
"449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",157,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Insere o Parágrafo único ao Art. 42° DA LEI 8.710/1995.",NA,"Arquivada"
"451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",156,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Institui no Município de Juiz de Fora Mês do Respeito ao Ciclista no Trânsito e dá outras providências.",NA,"Transformado em Norma Jurídica"
"453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",155,"   ",2019,NA,"Projeto de Lei",NA,"Pardal",NA,"Dispõe sobre a denominação de próprio municipal. (Praça Ana Romeu da Silva)",NA,"Transformado em Norma Jurídica"
"455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",154,"   ",2019,NA,"Projeto de Lei",NA,"Pardal",NA,"Dispõe sobre concessão de Título de Cidadão Honorário. (Hélio do Carmo Ramos)",NA,"Transformado em Norma Jurídica"
"457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",153,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre a RESTRIÇÃO AO TRÁFEGO DE VEÍCULOS EM VILAS, RUAS SEM SAÍDA E RUAS SEM IMPACTO NO TRÂNSITO LOCAL.",NA,"Arquivada"
"459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",152,"   ",2019,NA,"Projeto de Lei",NA,"Juraci Scheffer",NA,"Institui no Município de Juiz de Fora o Projeto Guardiões do Bairro e Guardiões da Escola através da Associação de Amigos Amantes da Arte, com foco na redução da violência entre crianças, adolescentes e jovens, mediante o Programa Pró Paz.",NA,"Em Tramitação"
"461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",151,"   ",2019,NA,"Projeto de Lei",NA,"Juraci Scheffer",NA,"Institui o dia 10 de dezembro como o Dia Municipal de Inclusão Social Prefeito Tarcísio Delgado no município de Juiz de Fora.",NA,"Em Tramitação"
"463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",150,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre o transporte de animais domésticos no serviço municipal de transporte público coletivo de passageiros no Município de Juiz de Fora.",NA,"Arquivada"
"465",149,"   ",2019,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Institui o Dia Municipal do Café Especial e a Semana Municipal do Café Especial no âmbito do Município de Juiz de Fora, e dá outras providências.",NA,"Em Tramitação"
"466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",148,"   ",2019,NA,"Projeto de Lei",NA,"Marlon Siqueira",NA,"Dispõe sobre a Rota do Café Especial no âmbito do Município de Juiz de Fora, e dá outras providências.",NA,"Transformado em Norma Jurídica"
"468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",147,"   ",2019,NA,"Projeto de Lei",NA,"Dr. Adriano Miranda",NA,"Dispõe sobre afixação e divulgação da lista dos medicamentos contemplados pelo Programa Federal Farmácia Popular nos consultórios e unidades integrantes da rede pública de saúde do Município de Juiz de Fora.",NA,"Arquivada"
"470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",146,"   ",2019,NA,"Projeto de Lei",NA,"Dr. Adriano Miranda",NA,"Dispõe sobre denominação de próprio municipal",NA,"Transformado em Norma Jurídica"
"472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",145,"   ",2019,NA,"Projeto de Lei",NA,"Kennedy Ribeiro",NA,"Dispõe sobre a concessão de Título Honorífico (Ormeu Rabello Filho).",NA,"Transformado em Norma Jurídica"
"474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",144,"   ",2019,NA,"Projeto de Lei",NA,"Kennedy Ribeiro",NA,"Dispõe sobre denominação de logradouro público (Travessa Julia da Silva).",NA,"Transformado em Norma Jurídica"
"476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",143,"   ",2019,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Dispõe sobre a denominação de logradouro público. (Travessa José Luiz Rocha Aguiar)",NA,"Transformado em Norma Jurídica"
"478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",142,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Dispõe sobre denominação de Logradouro Público. (Rua José Luiz Ribeiro)",NA,"Transformado em Norma Jurídica"
"480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",141,"   ",2019,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre denominação de logradouro Público. (Rua Paulo Roberto Freguglia)",NA,"Transformado em Norma Jurídica"
"482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",140,"   ",2019,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a concessão de título honorífico. (Silvio Rodrigues Silva)",NA,"Transformado em Norma Jurídica"
"484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",139,"   ",2019,NA,"Projeto de Lei",NA,"Juraci Scheffer",NA,"Dispõe sobre denominação de Logradouro Público. (Travessa Radialista Wildemar Teodoro de Aquino - Cebola)",NA,"Transformado em Norma Jurídica"
"486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",138,"   ",2019,NA,"Projeto de Lei",NA,"Cido Reis",NA,"Institui no âmbito do Município de Juiz de Fora, o Cadastro Geral de Demandas para Consultas, Cirurgias e de Exames para apoio e Diagnóstico.",NA,"Em Tramitação"
"488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",137,"   ",2019,NA,"Projeto de Lei",NA,"João Coteca",NA,"Inclui no Calendário Oficial do município de Juiz de Fora o Dia Municipal de Defesa das Prerrogativas da Advocacia Juizforana.",NA,"Transformado em Norma Jurídica"
"490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",136,"   ",2019,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a denominação de próprio municipal (Centro Municipal de Educação Infantil José Saramargo).",NA,"Transformado em Norma Jurídica"
"492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",135,"   ",2019,NA,"Projeto de Lei",NA,"Dr. Antônio Aguiar, Vagner de Oliveira, Zé Márcio, Kennedy Ribeiro, Marlon Siqueira, Nilton Militão, Rodrigo Mattos, Wagner do Sindicato",NA,"Dispõe sobre incentivo a produção musical no município de Juiz de Fora.",NA,"Em Tramitação"
"494",134,"   ",2019,NA,"Projeto de Lei",NA,"Nilton Militão",NA,"Institui o programa de prevenção e combate ao 2° (segundo) abandono do adolescente que se encontre em acolhimento institucional, no âmbito do Município de Juiz de Fora e dá outras providências.",NA,"Arquivada"
"495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",133,"   ",2019,NA,"Projeto de Lei",NA,"André Mariano",NA,"Dispõe sobre obrigatoriedade de policiais militares, policiais civis e bombeiros militares, a entrarem nos coletivos urbanos, pelas portas de desembarque no Município de Juiz de Fora.",NA,"Transformado em Norma Jurídica"
"497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",132,"   ",2019,NA,"Projeto de Lei",NA,"João Coteca",NA,"Institui a Semana Municipal de Luta Contra o Bullying.",NA,"Transformado em Norma Jurídica"
"499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",131,"   ",2019,NA,"Projeto de Lei",NA,"Nilton Militão",NA,"Dispõe sobre a Concessão de Título de Cidadão Honorário de Juiz de Fora (Dr. Waldir de Paiva Prestes Filho)",NA,"Transformado em Norma Jurídica"
"501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",130,"   ",2019,NA,"Projeto de Lei",NA,"Wanderson Castelar",NA,"Dispõe sobre a denominação de logradouro público (Rua Maria Augusta Barbosa).",NA,"Transformado em Norma Jurídica"
"503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",129,"   ",2019,NA,"Projeto de Lei",NA,"Sargento Mello Casal",NA,"Dispõe sobre concessão de Título Honorífico a Loja Maçônica Joaquim Gonçalves Lêdo.",NA,"Transformado em Norma Jurídica"
"505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",128,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Altera o art. 2° da Lei 12.137/2010.",NA,"Arquivada"
"507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",127,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Institui o mês de agosto como o Mês do Aleitamento Materno.",NA,"Transformado em Norma Jurídica"
"509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",126,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Institui no Município de Juiz de Fora Dia do Panificador e da outras providências.",NA,"Arquivada"
"511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",125,"   ",2019,NA,"Projeto de Lei",NA,"Juraci Scheffer",NA,"Institui o Fundo Municipal de Proteção ao Patrimônio Cultural - FUMPAC no Município de Juiz de Fora.",NA,"Transformado em Norma Jurídica"
"513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",124,"   ",2019,NA,"Projeto de Lei",NA,"João Coteca",NA,"Considera de Utilidade Pública a Entidade que Menciona Associação Mãos Que Resgatam.",NA,"Transformado em Norma Jurídica"
"515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",123,"   ",2019,NA,"Projeto de Lei",NA,"Juraci Scheffer",NA,"Torna obrigatória pelo município a comemoração do Dia da Inauguração da Primeira Iluminação Pública Hidroelétrica da América do Sul — Usina de Marmelos, ocorrido em Juiz de Fora no ano de 1889, a ser celebrada em 05 de setembro, nos termos da Lei Municipal 11.752 de 2009.",NA,"Em Tramitação"
"517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",122,"   ",2019,NA,"Projeto de Lei",NA,"André Mariano, Sargento Mello Casal, Dr. Fiorilo, João Coteca, Júlio Obama Jr., Pardal, Nilton Militão, Wagner do Sindicato",NA,"Regula procedimentos e exigências para a realização de evento no Município de Juiz de Fora.",NA,"Arquivada"
"519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",121,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Institui o Programa de Participação de Mutirões Organizados, para preservação e manutenção de logradouros públicos.",NA,"Transformado em Norma Jurídica"
"521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",120,"   ",2019,NA,"Projeto de Lei",NA,"Nilton Militão",NA,"Dispõe sobre a concessão de Título de Entidade Benemérita (Escola Municipal Professora Núbia Pereira Magalhães/CAIC - Santa Cruz).",NA,"Transformado em Norma Jurídica"
"523",119,"   ",2019,NA,"Projeto de Lei",NA,"Dr. Adriano Miranda, Ana Rossignoli, André Mariano, Dr. Antônio Aguiar, Cido Reis, Sargento Mello Casal, Vagner de Oliveira, Dr. Fiorilo, Zé Márcio, João Coteca, Kennedy Ribeiro, Juraci Scheffer, Júlio Obama Jr., Pardal, Marlon Siqueira, Nilton Militão, Rodrigo Mattos, Wagner do Sindicato, Wanderson Castelar",NA,"Dispõe sobre concessão de Título de Cidadão Benemérito. (Luiz Audebert Delage Filho)",NA,"Transformado em Norma Jurídica"
"524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",118,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Institui no Município de Juiz de Fora Dia do motorista por aplicativo e dá outras providências.",NA,"Transformado em Norma Jurídica"
"526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",117,"   ",2019,NA,"Projeto de Lei",NA,"Pardal",NA,"Dispõe sobre a denominação de logradouros públicos (Alameda das Quaresmeiras, Alameda das Bromélias, Alameda das Aroeiras e Alameda Pau-Brasil)",NA,"Transformado em Norma Jurídica"
"528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",116,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Institui, no Calendário Oficial da Cidade de Juiz de Fora, o Dia livre de impostos, e dá outras providências",NA,"Arquivada"
"530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",115,"   ",2019,NA,"Projeto de Lei",NA,"Júlio Obama Jr.",NA,"Institui no Município de Juiz de Fora Dia do Estagiário e dá outras providências.",NA,"Arquivada"
"532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
